,2018-07-26,2018-07-27,2018-07-28,2018-07-29,
bbx,0,0,0,0,
bcbp-gh,0,0,0,0,
bcbpcdoeast,0,0,0,0,
bcbpnac37,0,0,0,0,
bcbpnac38,0,0,0,0,
bcdrrmc,0,0,0,0,
bcdtravel,0,0,0,0,
bcdtravelph,0,0,0,0,
bch,0,0,0,0,
bcode,0,0,0,0,
bcta,0,0,0,0,
bctaupdates,0,0,0,0,
bctravelph,0,0,0,0,
bdj,0,0,0,0,
"bdj team",0,0,0,0,
bdjfair,0,0,0,0,
bdo,0,0,0,0,
"bdo alert",0,0,0,0,
"bdo amg-su",0,0,0,0,
"bdo amg-suu",0,0,0,0,
"bdo cms-sme",0,0,0,0,
"bdo cms-sme?",0,0,0,0,
"bdo rewards",0,0,0,0,
"bdo rewardu",0,0,0,0,
"bdo treats",0,0,0,0,
bdo(.*),0,0,0,0,
"bdo- cards",0,0,0,0,
bdo-011,0,0,0,0,
bdo-advisory,0,0,0,0,
bdo-aloans,0,0,0,0,
bdo-aloanu,0,0,0,0,
bdo-atm,0,0,0,0,
bdo-bcp,0,0,0,0,
bdo-bob,0,0,0,0,
bdo-bobu,0,0,0,0,
bdo-call,0,0,0,0,
bdo-callu,0,0,0,0,
bdo-card,0,0,0,0,
bdo-cards,0,0,0,0,
bdo-cardsu,0,0,0,0,
bdo-careers,0,0,0,0,
bdo-careeru,0,0,0,0,
bdo-cbn,0,0,0,0,
bdo-cbnu,0,0,0,0,
bdo-ccc,0,0,0,0,
bdo-ccc-bsd,0,0,0,0,
bdo-cccu,0,0,0,0,
bdo-ccu,0,0,0,0,
bdo-dco,0,0,0,0,
bdo-dcou,0,0,0,0,
bdo-dev,0,0,0,0,
bdo-devclg,0,0,0,0,
bdo-df,0,0,0,0,
bdo-diners,0,0,0,0,
bdo-disg,0,0,0,0,
bdo-disgu,0,0,0,0,
bdo-ebank,0,0,0,0,
bdo-ebanku,0,0,0,0,
bdo-ha,0,0,0,0,
bdo-hau,0,0,0,0,
bdo-hloans,0,0,0,0,
bdo-hloanu,0,0,0,0,
bdo-home,0,0,0,0,
bdo-homeu,0,0,0,0,
bdo-insure,0,0,0,0,
bdo-mpay,0,0,0,0,
bdo-nerve,0,0,0,0,
bdo-nerveu,0,0,0,0,
bdo-nomura,0,0,0,0,
bdo-nomuru,0,0,0,0,
bdo-notice,0,0,0,0,
bdo-online,0,0,0,0,
bdo-onlinu,0,0,0,0,
bdo-otp,0,0,0,0,
bdo-otpu,0,0,0,0,
bdo-pay,0,0,0,0,
bdo-ppmc,0,0,0,0,
bdo-ppmcu,0,0,0,0,
bdo-remit,0,0,0,0,
bdo-remitu,0,0,0,0,
bdo-rewards,0,0,0,0,
bdo-rewardu,0,0,0,0,
bdo-rmuauto,0,0,0,0,
bdo-rmuautu,0,0,0,0,
bdo-rmuhome,0,0,0,0,
bdo-rmuhomu,0,0,0,0,
bdo-sbloans,0,0,0,0,
bdo-sbloanu,0,0,0,0,
bdo-sbloau,0,0,0,0,
bdo-sys,0,0,0,0,
bdo-test,0,0,0,0,
bdo-treats,0,0,0,0,
bdo-u,0,0,0,0,
bdo-update,0,0,0,0,
bdo001,0,0,0,0,
bdo002,0,0,0,0,
bdo003,0,0,0,0,
bdo004,0,0,0,0,
bdo005,0,0,0,0,
bdo?ards,0,0,0,0,
bdo?bank,0,0,0,0,
bdo?nline,0,0,0,0,
bdo?omura,0,0,0,0,
bdo?tp,0,0,0,0,
"bdo_ cards",0,0,0,0,
bdo_alert,0,0,0,0,
bdo_aloans,0,0,0,0,
bdo_aloanu,0,0,0,0,
bdo_bob,0,0,0,0,
bdo_bobu,0,0,0,0,
bdo_cards,0,0,0,0,
bdo_cardsu,0,0,0,0,
bdo_careers,0,0,0,0,
bdo_careeru,0,0,0,0,
bdo_cbn,0,0,0,0,
bdo_cbnu,0,0,0,0,
bdo_ccc,0,0,0,0,
bdo_cccu,0,0,0,0,
bdo_dco,0,0,0,0,
bdo_dcou,0,0,0,0,
bdo_dev,0,0,0,0,
bdo_disg,0,0,0,0,
bdo_ebank,0,0,0,0,
bdo_ebanku,0,0,0,0,
bdo_hloans,0,0,0,0,
bdo_hloanu,0,0,0,0,
bdo_home,0,0,0,0,
bdo_homeu,0,0,0,0,
bdo_nerve,0,0,0,0,
bdo_nerveu,0,0,0,0,
bdo_nomura,0,0,0,0,
bdo_nomuru,0,0,0,0,
bdo_online,0,0,0,0,
bdo_onlinu,0,0,0,0,
bdo_otp,0,0,0,0,
bdo_otpu,0,0,0,0,
bdo_ppmc,0,0,0,0,
bdo_ppmcu,0,0,0,0,
bdo_rewards,0,0,0,0,
bdo_rmuauto,0,0,0,0,
bdo_rmuautu,0,0,0,0,
bdo_rmuhome,0,0,0,0,
bdo_rmuhomu,0,0,0,0,
bdo_sbloans,0,0,0,0,
bdo_sbloau,0,0,0,0,
bdoadvisory,0,0,0,0,
bdobank,0,0,0,0,
bdocard,0,0,0,0,
bdodeals,0,0,0,0,
bdodev2,0,0,0,0,
bdodisgu,0,0,0,0,
bdoha,0,0,0,0,
bdohau,0,0,0,0,
bdolife,0,0,0,0,
bdolifebanc,0,0,0,0,
bdolifenbu,0,0,0,0,
bdolifeserv,0,0,0,0,
bdopay,0,0,0,0,
bdorewards,0,0,0,0,
bdorewardu,0,0,0,0,
bdorw,0,0,0,0,
bdotreats,0,0,0,0,
bdou,0,0,0,0,
bdounibank,0,0,0,0,
bdounibanku,0,0,0,0,
bdoènline,0,0,0,0,
bdoètp,0,0,0,0,
bdoè¥bank,0,0,0,0,
bdoèomura,0,0,0,0,
bdoèards,0,0,0,0,
bds_itech,0,0,0,0,
bdsitech,0,0,0,0,
be,0,0,0,0,
beacon,0,0,0,0,
beam,0,0,0,0,
beamandgo,0,0,0,0,
beanhunter,0,0,0,0,
beansnbeans,0,0,0,0,
beatos,0,0,0,0,
beautecntrl,0,0,0,0,
beautyblnds,0,0,0,0,
beautymnl,0,0,0,0,
beautyph,0,0,0,0,
beautypromo,0,0,0,0,
beautysourc,0,0,0,0,
beawar,0,0,0,0,
beb,0,0,0,0,
bebesmbandr,0,0,0,0,
"bee choo",0,0,0,0,
beeffalo,0,0,0,0,
beepcar,0,0,0,0,
beepost,0,0,0,0,
"beer pong",0,0,0,0,
beetalk,0,5,4,0,
beetlk,0,0,0,0,
beget.ru,0,0,0,0,
belcuisine,0,0,0,0,
bella,0,0,0,0,
bellabonita,0,0,0,0,
bellaskin,0,0,0,0,
belle,0,0,0,0,
belledejour,0,0,0,0,
belleepine,0,0,0,0,
bellevue,0,0,0,0,
bellvu5150,0,0,0,0,
bellvu5151,0,0,0,0,
bellvu5152,0,0,0,0,
belmont,0,0,0,0,
belomed,0,0,0,0,
beluyclub,0,0,0,0,
belvedere,0,0,0,0,
bemyguest,0,0,0,0,
ben,0,0,0,0,
"ben adrian",0,0,0,0,
benecol,0,0,0,0,
benedictine,0,0,0,0,
benefitph,0,0,0,0,
bengalbrew,0,0,0,0,
bengga,0,0,0,0,
benjo,0,0,0,0,
benlife,0,0,0,0,
benloi,0,0,0,0,
"benloi ph",0,0,0,0,
bensimon,0,0,0,0,
benson,0,0,0,0,
"benson comp",0,0,0,0,
bensoncomp,0,0,0,0,
beplan999,0,0,0,0,
berryyog,0,0,0,0,
bershka,0,0,0,0,
"bes padala",0,0,0,0,
beso,0,0,0,0,
besthome,0,0,0,0,
bestproduct,0,0,0,0,
bestwestern,0,0,0,0,
betaepsilon,0,0,0,0,
betboo,0,0,0,0,
betfair,0,0,0,0,
bethel,0,0,0,0,
betrally,0,0,0,0,
betsson,0,0,0,0,
bettertaxi,0,0,0,0,
bettrhealth,0,0,0,0,
bettysmidwt,0,0,0,0,
"bevs travel",0,0,0,0,
beyond2014,0,0,0,0,
beyondthebo,0,0,0,0,
beyondyoga,0,0,0,0,
bfb,0,0,0,0,
bffstation,0,0,0,0,
"bfly rumbo",0,0,0,0,
bfsent,0,0,0,0,
bgap2016,0,0,0,0,
bgc,0,0,0,0,
"bgc london",0,0,0,0,
bgccyclephi,0,0,0,0,
bgsf,0,0,0,0,
bgtlakeview,0,0,0,0,
bh6750,0,0,0,0,
bharat,0,0,0,0,
bible,0,0,0,0,
bic,0,0,0,0,
bicolnon,0,0,0,0,
bicolnon.com,0,0,0,0,
bics,0,0,0,0,
"big chefs",0,0,0,0,
"big group",0,0,0,0,
bigbadwolf,0,0,0,0,
bigbburgers,0,0,0,0,
bigbenta,0,0,0,0,
bigboss,0,0,0,0,
bigbox,0,0,0,0,
bigbrother,0,0,0,0,
bigbustours,0,0,0,0,
bigd,0,0,0,0,
bigdish,0,0,0,0,
bigdseastwd,0,0,0,0,
bigjokko,0,0,0,0,
bigmk,0,0,0,0,
"bigmk inc",0,0,0,0,
bigmouth,0,0,0,0,
bigo,0,0,0,0,
bigoli,0,0,0,0,
bigolive,0,0,0,0,
bigoliveph,0,0,0,0,
bigsingh,0,0,0,0,
bigwokyeah,0,0,0,0,
bihasa.com,0,0,0,0,
"bike tour",0,0,0,0,
bikramyoga,0,0,0,0,
"bili na po",0,0,0,0,
bilkentuniv,0,0,0,0,
billabong,0,0,0,0,
billabongph,0,0,0,0,
billy,0,0,0,0,
bima,0,0,0,0,
binalot,0,0,0,0,
binance,0,0,0,0,
binomo,0,0,0,0,
binu,0,0,0,0,
biocare,0,0,0,0,
biohogs,0,0,0,0,
bioje,0,0,0,0,
bip,0,0,0,0,
bipbipbip,0,0,0,0,
biph,0,0,0,0,
bir-iafs,0,0,0,0,
birdsbeep,0,0,0,0,
birkenstock,0,0,0,0,
birlasun,0,0,0,0,
bistro,0,0,0,0,
"bistro grp",0,0,0,0,
"bit noc",0,0,0,0,
"bitbase ico",0,0,0,0,
bitbit,0,0,0,0,
bitcoin,0,0,0,0,
bitcoinwallet,0,0,0,0,
bitconnect8,0,0,0,0,
bitdefender,0,0,0,0,
bitfinex,0,0,0,0,
bithumb,0,0,0,0,
biyaheroes,0,0,0,0,
bizcloud,0,0,0,0,
bizcould,0,0,0,0,
bizdmo,0,0,0,0,
bizmoto,0,0,0,0,
"bizness opp",0,0,0,0,
bizplan,0,0,0,0,
bizzy.co.id,0,0,0,0,
"bjj nbnj",0,0,0,0,
bkbagsph,0,0,0,0,
bkdelivery,0,0,0,0,
bkfep,0,0,0,0,
bkfep.com,0,0,0,0,
bkins,0,0,0,0,
bkj,0,0,0,0,
bkkjllj,0,0,0,0,
bkm,0,0,0,0,
bkyrdcoffee,0,0,0,0,
blabel,0,0,0,0,
blablacar,0,0,0,0,
"black arrow",0,0,0,0,
"black mamba",0,0,0,0,
"black olive",0,0,0,0,
"black tulip",0,0,0,0,
blackbeauty,0,0,0,0,
blackbeauty?,0,0,0,0,
blackbeautyâ,0,0,0,0,
blackbull,0,0,0,0,
blackcanyon,0,0,0,0,
blackcard,0,0,0,0,
blackgarlic,0,0,0,0,
blacklane,0,0,0,0,
blackmarket,0,0,0,0,
blackpig,0,0,0,0,
blanc,0,0,0,0,
blast,0,0,0,0,
blendr,0,0,0,0,
bless,0,0,0,0,
blesspastor,0,0,0,0,
blessu,0,0,0,0,
bli,0,0,0,0,
blindspot,0,0,0,0,
blink,0,0,0,0,
bliss33,0,0,0,0,
blissyoga,0,0,0,0,
blizzard,0,0,0,0,
blockchain,0,0,0,0,
blogabet,0,0,0,0,
blogapaloza,0,0,0,0,
bloomfields,0,0,0,0,
blounge,0,0,0,0,
bls,0,0,0,0,
"blss swim",0,0,0,0,
blsswim,0,0,0,0,
bluebeexprs,0,0,0,0,
bluecross,0,0,0,0,
blued,0,0,0,0,
bluedhl,0,0,0,0,
bluegates,0,0,0,0,
bluemail,0,0,0,0,
bluepan,0,0,0,0,
bluepink,0,0,0,0,
blushph,0,0,0,0,
blwc,0,0,0,0,
bmeandt,0,0,0,0,
"bmex online",0,0,0,0,
bmexpress,0,0,0,0,
bmi,0,0,0,0,
bmnonline,0,0,0,0,
bmp,0,0,0,0,
bms,0,0,0,0,
"bms alert",0,0,0,0,
"bms motors",0,0,0,0,
bmsalert,0,0,0,0,
bmshow,0,0,0,0,
bmsmotors,0,0,0,0,
"bmw mission",0,0,0,0,
bnb,0,0,0,0,
bnet,0,0,0,0,
bng,0,0,0,0,
bngobonanza,0,0,0,0,
bnhs,0,0,0,0,
bnhsnat,0,0,0,0,
"bni pioneer",0,0,0,0,
bnkofmakati,0,0,0,0,
bnp,0,0,0,0,
bnpparibas,0,0,0,0,
boardroom,0,0,0,0,
boardwalk,0,0,0,0,
boardwalkhr,0,0,0,0,
bobble,0,0,0,0,
bobotp,0,0,0,0,
bobsms,0,0,0,0,
bobtxn,0,0,0,0,
boc,0,0,0,0,
bodybliss,0,0,0,0,
bodyshotgym,0,0,0,0,
bodytune,0,0,0,0,
boi,0,0,0,0,
boiint,0,0,0,0,
boilerroom,0,0,0,0,
boilingcrab,0,0,0,0,
boj.ph,0,0,0,0,
bojko,0,0,0,0,
bokadirekt,0,0,0,0,
boku,0,0,0,0,
bolt,0,0,0,0,
bom,0,0,0,0,
bomba,0,0,0,0,
bondora,0,0,0,0,
bondsms,0,0,0,0,
bonjourcafe,0,0,0,0,
bonnevie,0,0,0,0,
bonsendid,0,0,0,0,
bonus,0,0,0,0,
"bonus club",0,0,0,0,
bonux,0,0,0,0,
boogs,0,0,0,0,
"book it",0,0,0,0,
booked.net,0,0,0,0,
bookhostels,0,0,0,0,
booking,0,0,0,0,
booking.com,0,0,0,0,
bookingconf,0,0,0,0,
bookmate,0,0,0,0,
booksy.net,0,0,0,0,
boomerang,0,0,0,0,
boomerang.b,0,0,0,0,
boomerangb,0,0,0,0,
boon,0,0,0,0,
boon.,0,0,0,0,
boone,0,0,0,0,
boone&jacky,0,0,0,0,
"boot centre",0,0,0,0,
boracay,0,0,0,0,
boran,0,0,0,0,
bords_ian,0,0,0,0,
borland,0,0,0,0,
borough,0,0,0,0,
bos,0,0,0,0,
"bos coffee",0,0,0,0,
bossmar,0,0,0,0,
bot,0,0,0,0,
boullard,0,0,0,0,
boursorama,0,0,0,0,
bowtieduck,0,0,0,0,
boxdepotph,0,0,0,0,
boxfresh,0,0,0,0,
boxination,0,0,0,0,
boys4u,0,0,0,0,
bp,0,0,0,0,
bpi,0,0,0,0,
"bpi direct",0,0,0,0,
"bpi epay",0,0,0,0,
"bpi esoa",0,0,0,0,
"bpi express",0,0,0,0,
"bpi family",0,0,0,0,
"bpi loans",0,0,0,0,
"bpi m/s",0,0,0,0,
"bpi ms",0,0,0,0,
"bpi ocsu",0,0,0,0,
bpi-esoa,0,0,0,0,
bpi/ms,0,0,0,0,
bpi123,0,0,0,0,
bpiamore,0,0,0,0,
bpicallcent,0,0,0,0,
bpicard,0,0,0,0,
bpicards,0,0,0,0,
bpidebit,0,0,0,0,
bpidev,0,0,0,0,
bpidirect,0,0,0,0,
bpiexpress,0,0,0,0,
bpifamily,0,0,0,0,
bpiloans,0,0,0,0,
bpims,0,0,0,0,
"bpims insce",0,0,0,0,
bpimsuat,0,0,0,0,
bpiprepaid,0,0,0,0,
bpirewards,0,0,0,0,
bpithrills,0,0,0,0,
bpo,0,0,0,0,
bpochub,0,0,0,0,
brand,0,0,0,0,
brand.name,0,0,0,0,
branded.sms,0,0,0,0,
branded_sms,0,0,0,0,
brandedge,0,0,0,0,
brandinfo,0,0,0,0,
brandsms,0,0,0,0,
brandtext,0,0,0,0,
brasseriegi,0,0,0,0,
bratpack,0,0,0,0,
bravofly,0,0,0,0,
brawlerslab,0,0,0,0,
brazbakery,0,0,0,0,
breadktchen,0,0,0,0,
breadstory,0,0,0,0,
brehms,0,0,0,0,
brekkasper,0,0,0,0,
brewball,0,0,0,0,
brewnstone,0,0,0,0,
brgy.glagro,0,0,0,0,
brickandmor,0,0,0,0,
brickfire,0,0,0,0,
brickmortar,0,0,0,0,
"bridge bank",0,0,0,0,
bridgecom,0,0,0,0,
bridgevoice,0,0,0,0,
bridvoicpr,0,0,0,0,
briggsriley,0,0,0,0,
bringit,0,0,0,0,
brinnercafe,0,0,0,0,
briocareph,0,0,0,0,
briqs,0,0,0,0,
britairtran,0,0,0,0,
"british emb",0,0,0,0,
brixton,0,0,0,0,
brnsms,0,0,0,0,
bro,0,0,0,0,
"bro. henry",0,0,0,0,
broburg,0,0,0,0,
brogues,0,0,0,0,
brokerhouse,0,0,0,0,
bronuts,0,0,0,0,
brooklyn,0,0,0,0,
brooklyn's,0,0,0,0,
brooklyns,0,0,0,0,
brookyn,0,0,0,0,
brotz19cafe,0,0,0,0,
brotzeit,0,0,0,0,
brotzeitph,0,0,0,0,
brouges,0,0,0,0,
browlounge,0,0,0,0,
brownies,0,0,0,0,
brum,0,0,0,0,
brummer-oda,0,0,0,0,
brunphil,0,0,0,0,
bsau_org,0,0,0,0,
bshomes,0,0,0,0,
bsit,0,0,0,0,
bsm,0,0,0,0,
bsmc,0,0,0,0,
bso,0,0,0,0,
"bso jira",0,0,0,0,
"bt queue",0,0,0,0,
bta,0,0,0,0,
btcc,0,0,0,0,
"btcc p&w",0,0,0,0,
btcexchange,0,0,0,0,
btclend,0,0,0,0,
btcpop.co,0,0,0,0,
btpayphones,0,0,0,0,
btqueue,0,0,0,0,
btr-health,0,0,0,0,
bttrhealth,0,0,0,0,
btyoga,0,0,0,0,
bubble@work,0,0,0,0,
bubbles,0,0,0,0,
bubblework,0,0,0,0,
bucketlist,0,0,0,0,
budgetload,0,0,0,0,
budgetuae,0,0,0,0,
budidobar,0,0,0,0,
buffalo,0,0,0,0,
buffalobill,0,0,0,0,
buffalowild,0,0,0,0,
buildyourow,0,0,0,0,
builtincebu,0,0,0,0,
"buka africa",0,0,0,0,
bukalapak,0,0,0,0,
buknoy,0,0,0,0,
bukongpinoy,0,0,0,0,
buks,0,0,0,0,
bukubuku,0,0,0,0,
bulacan,0,0,0,0,
"bulgari gb4",0,0,0,0,
bulgogibros,0,0,0,0,
bulksms,0,0,0,0,
bulksms2u,0,0,0,0,
bulksmscom,0,0,0,0,
bumble,0,0,0,0,
bumpc,0,0,0,0,
bunappetit,0,0,0,0,
bunce,0,0,0,0,
bungkaras,0,0,0,0,
buns,0,0,0,0,
buonavita,0,0,0,0,
buqo,0,0,0,0,
burbank,0,0,0,0,
"burger king",0,0,0,0,
burgercompa,0,0,0,0,
burgerhub,0,0,0,0,
burgernbrew,0,0,0,0,
burgoo,0,0,0,0,
burlington,0,0,0,0,
burstsmsaus,0,0,0,0,
busaab,0,0,0,0,
bussvideos,0,0,0,0,
bustrack,0,0,0,0,
busybee,0,0,0,0,
butawagyu,0,0,0,0,
butian,0,0,0,0,
bux,0,0,0,0,
buyanihan,0,0,0,0,
buybitcoin,0,0,0,0,
buybitcoin.,0,0,0,0,
buytrips,0,0,0,0,
bvlgari,0,0,0,0,
bvn,0,0,0,0,
bwjkxl,0,0,0,0,
bwl,0,0,0,0,
bwmanila,0,0,0,0,
bxsms,0,0,0,0,
bxtra,0,0,0,0,
"by sonja",0,0,0,0,
bysonja,0,0,0,0,
bzz,0,0,0,0,
"c brizuela",0,0,0,0,
"c c c",0,0,0,0,
c&b,0,0,0,0,
c-one,0,0,0,0,
c2cuisine,0,0,0,0,
c_me,0,0,0,0,
"ca newfound",0,0,0,0,
cabalen,0,0,0,0,
cace,0,0,0,0,
cads,0,0,0,0,
cadsys,0,0,0,0,
cafealezon,0,0,0,0,
cafebonjour,0,0,0,0,
cafehyatt,0,0,0,0,
cafei,0,0,0,0,
cafelandia,0,0,0,0,
cafemediter,0,0,0,0,
cafeolay,0,0,0,0,
cafeoley,0,0,0,0,
cafeperene,0,0,0,0,
cafeshibuya,0,0,0,0,
cafeteria,0,0,0,0,
cag-airport,0,0,0,0,
"cagelco 2",0,0,0,0,
"cagelco ii",0,0,0,0,
cagelco2,0,0,0,0,
cahoot,0,0,0,0,
caibei,0,0,0,0,
cakedraft,0,0,0,0,
calderon,0,0,0,0,
calderonmkt,0,0,0,0,
calderonpsg,0,0,0,0,
calderonsj,0,0,0,0,
californiap,0,0,0,0,
call2,0,0,0,0,
callbacker,0,0,0,0,
callcarlo,0,0,0,0,
calldirek,0,0,0,0,
callelila,0,0,0,0,
calliope,0,0,0,0,
callme,0,0,0,0,
callpage,0,0,0,0,
callsapp,0,0,0,0,
calogi,0,0,0,0,
caltex,0,0,0,0,
caltex-hp,0,0,0,0,
calyxta,0,0,0,0,
cam,0,0,0,0,
camarilla,0,0,0,0,
camcard,0,0,0,0,
camella,0,0,0,0,
camilla,0,0,0,0,
camille,0,0,0,0,
camp1-play,0,0,0,0,
"campaign hq",0,0,0,0,
campmobile,0,0,0,0,
camscanner,0,0,0,0,
camsurhappy,0,0,0,0,
camtech,0,0,0,0,
canadavisa,0,0,0,0,
canadianpro,0,0,0,0,
canalys,0,0,0,0,
canbank,0,0,0,0,
canbnk,0,0,0,0,
candb,0,0,0,0,
"canmake ph",0,0,0,0,
cannorth,0,0,0,0,
canon,0,0,0,0,
"canon phil",0,0,0,0,
canon_pixma,0,0,0,0,
canonph,0,0,0,0,
canonph-cs,0,0,0,0,
cantinetta,0,0,0,0,
canva,0,0,0,0,
canyoncove,0,0,0,0,
canyonranch,0,0,0,0,
canyonwoods,0,0,0,0,
"capacity me",0,0,0,0,
capehr,0,0,0,0,
capgemini,0,0,0,0,
caphesaigon,0,0,0,0,
capitalife,0,0,0,0,
capitaluptc,0,0,0,0,
capsaa,0,0,0,0,
capsule_tsa,0,0,0,0,
"captal uptc",0,0,0,0,
captivate,0,0,0,0,
car,0,0,0,0,
carbon60,0,0,0,0,
card,0,0,0,0,
card_bank,0,0,0,0,
cardbank,0,0,0,0,
cardcontrol,0,0,0,0,
cardpioneer,0,0,0,0,
careem,0,0,0,0,
"career ops",0,0,0,0,
careerfindr,0,0,0,0,
carescorp,0,0,0,0,
carestream,0,0,0,0,
caresystem,0,0,0,0,
carey,0,0,0,0,
cargill,0,0,0,0,
"cargo king",0,0,0,0,
cargoking,0,0,0,0,
cari,0,0,0,0,
caritas,0,0,0,0,
"carl gsapar",0,0,0,0,
carmatch.ph,0,0,0,0,
carmudi,0,0,0,0,
"carmudi ph",0,0,0,0,
"carmudi pro",0,0,0,0,
carmudilead,0,0,0,0,
carpntrscut,0,0,0,0,
cartasi,0,0,0,0,
cartier,0,0,0,0,
carvs,0,0,0,0,
"caryl keith",0,0,0,0,
"casa armas",0,0,0,0,
casaarmas,0,0,0,0,
casablanca,0,0,0,0,
casabocobo,0,0,0,0,
cash,0,0,0,0,
casha,0,0,0,0,
cashalo,0,6714,32387,0,
cashapay,0,115,57,0,
cashback,0,0,0,0,
cashcash,0,0,0,0,
cashcashpin,0,0,0,0,
cashcat,0,0,0,0,
cashexpress,0,0,0,0,
cashlending,0,0,0,0,
cashwagon,0,0,0,0,
casino,0,0,0,0,
casinoroom,0,0,0,0,
casio,0,0,0,0,
castell,0,0,0,0,
casumo,0,0,0,0,
catabolic,0,0,0,0,
catalysts,0,0,0,0,
cataquiz,0,0,0,0,
catby1punch,0,0,0,0,
catch,0,0,0,0,
catchall,0,0,0,0,
catchplay,0,0,0,0,
catfacts,0,0,0,0,
catfe,0,0,0,0,
cathay,0,0,0,0,
cathaypacific,0,0,0,0,
cathcharcom,0,0,0,0,
cathvclinic,0,0,0,0,
cathyv,0,0,0,0,
caturza,0,0,0,0,
cavalli,0,0,0,0,
caymanair,0,0,0,0,
"cb sms",0,0,0,0,
cbaind,0,0,0,0,
cbazar,0,0,0,0,
"cbc trust",0,0,0,0,
cbc-cards,0,0,0,0,
cbc_atm,0,0,0,0,
cbc_bcp,0,0,0,0,
cbc_cards,0,0,0,0,
cbc_cashmgt,0,0,0,0,
cbc_cbghome,0,0,0,0,
cbc_crcards,0,0,0,0,
cbc_mobile,0,0,0,0,
cbc_online,0,0,0,0,
cbc_pcci,0,0,0,0,
cbc_promo,0,0,0,0,
cbc_remit,0,0,0,0,
cbc_soa,0,0,0,0,
cbc_tlrfone,0,0,0,0,
cbc_usage,0,0,0,0,
cbdoha,0,0,0,0,
"cbme sea",0,0,0,0,
cbn,0,0,0,0,
cbnoodle,0,0,0,0,
cbnu,0,0,0,0,
cbolaer,0,0,0,0,
cbrclaguna,0,0,0,0,
cbs,0,0,0,0,
"cbs cashmgt",0,0,0,0,
"cbs sbh",0,0,0,0,
"cbs sbi",0,0,0,0,
"cbs sbj",0,0,0,0,
"cbs sbp",0,0,0,0,
"cbs sbt",0,0,0,0,
cbs_acd,0,0,0,0,
cbs_atm,0,0,0,0,
cbs_bcp,0,0,0,0,
cbs_cashmgt,0,0,0,0,
cbs_mobile,0,0,0,0,
cbs_online,0,0,0,0,
cbs_tlrfone,0,0,0,0,
cbsi,0,0,0,0,
cbsi_dep,0,0,0,0,
cbssbh,0,0,0,0,
cbssbi,0,0,0,0,
cbssbj,0,0,0,0,
cbssbm,0,0,0,0,
cbssbp,0,0,0,0,
cbssbt,0,0,0,0,
cbzaar,0,0,0,0,
cc,0,0,0,0,
"cc deira",0,0,0,0,
ccaaqehy,0,0,0,0,
ccclub,0,0,0,0,
"ccf friends",0,0,0,0,
ccf-taytay,0,0,0,0,
ccg,0,0,0,0,
ccgsqcpd,0,0,0,0,
ccgsqcs,0,0,0,0,
ccgsqspd,0,0,0,0,
ccmdemo,0,0,0,0,
ccmgiops,0,0,0,0,
cco,0,0,0,0,
cd,0,0,0,0,
cdg,0,0,0,0,
"cdm program",0,0,0,0,
cdnms,0,0,0,0,
cdnmsilagan,0,0,0,0,
cdnmsroxas,0,0,0,0,
cdo_sale,0,0,0,0,
cebcodecamp,0,0,0,0,
cebpac,0,0,0,0,
cebuana,0,0,0,0,
cebugadget,0,0,0,0,
cebumodels,0,0,0,0,
cebupac,0,0,0,0,
cebupacific,0,0,0,0,
"cedar salon",0,0,0,0,
cedarhills,0,0,0,0,
cedarsalon,0,0,0,0,
cedrix,0,0,0,0,
celestialgs,0,0,0,0,
celine,0,0,0,0,
"celtech oc",0,0,0,0,
cenbong,0,0,0,0,
"cenr albera",0,0,0,0,
"cenr alcala",0,0,0,0,
"cenr alista",0,0,0,0,
"cenr almnos",0,0,0,0,
"cenr aparri",0,0,0,0,
"cenr argao",0,0,0,0,
"cenr aritao",0,0,0,0,
"cenr ayungn",0,0,0,0,
"cenr bagac",0,0,0,0,
"cenr bagnga",0,0,0,0,
"cenr bago",0,0,0,0,
"cenr baguio",0,0,0,0,
"cenr bangui",0,0,0,0,
"cenr bantay",0,0,0,0,
"cenr baybay",0,0,0,0,
"cenr bayugn",0,0,0,0,
"cenr bguias",0,0,0,0,
"cenr bislig",0,0,0,0,
"cenr blison",0,0,0,0,
"cenr bngued",0,0,0,0,
"cenr bnuevo",0,0,0,0,
"cenr brkspt",0,0,0,0,
"cenr brngan",0,0,0,0,
"cenr bunawn",0,0,0,0,
"cenr cadiz",0,0,0,0,
"cenr calnsn",0,0,0,0,
"cenr cantln",0,0,0,0,
"cenr capas",0,0,0,0,
"cenr cauayn",0,0,0,0,
"cenr cbagan",0,0,0,0,
"cenr cbantn",0,0,0,0,
"cenr cbdbrn",0,0,0,0,
"cenr cebu",0,0,0,0,
"cenr claca",0,0,0,0,
"cenr clauag",0,0,0,0,
"cenr cmling",0,0,0,0,
"cenr conner",0,0,0,0,
"cenr coron",0,0,0,0,
"cenr csgurn",0,0,0,0,
"cenr ctblgn",0,0,0,0,
"cenr ctnuan",0,0,0,0,
"cenr ctrman",0,0,0,0,
"cenr culasi",0,0,0,0,
"cenr davao",0,0,0,0,
"cenr dcrlos",0,0,0,0,
"cenr dgupan",0,0,0,0,
"cenr diffun",0,0,0,0,
"cenr digos",0,0,0,0,
"cenr dngaln",0,0,0,0,
"cenr dnlphn",0,0,0,0,
"cenr dolors",0,0,0,0,
"cenr dumgte",0,0,0,0,
